Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_13_352.jpg;-0.5562258;0;0;0;103.0082;89.00452;0.000245515;44.26901;1.668907E-06
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_13_393.jpg;-0.9293318;0;0;0;103.0082;89.00452;0.000247242;44.17416;2.428961E-06
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_13_434.jpg;-1.324697;0;0;0;103.0082;89.00452;0.0002481164;44.03889;3.266782E-06
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_13_476.jpg;-1.324296;0;0;0;103.0082;89.00452;0.0002489249;43.86903;3.691057E-06
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_13_517.jpg;0;0.009231091;0;0;103.0082;89.00452;0.0002500605;43.83776;3.663275E-06
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_13_559.jpg;0;0.1339052;0;0;103.0083;89.00468;0.005877904;43.84132;6.607366E-06
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_13_599.jpg;0;0.2556095;0;0.01694753;103.0089;89.00524;0.02333138;43.91138;-7.18704E-05
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_13_640.jpg;0;0.3782523;0;0;103.0094;89.00572;0.03736378;43.92419;-8.987469E-05
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_13_680.jpg;0;0.4996383;0;0.02702547;103.0105;89.00671;0.06609986;44.05173;-0.000224776
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_13_721.jpg;0;0.6194465;0;0.03584949;103.0123;89.00848;0.1180859;44.04559;-0.0003351769
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_13_762.jpg;0;0.7417653;0;0.08226482;103.0155;89.0116;0.2091325;44.05493;-0.0002255311
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_13_802.jpg;0;0.8649781;0;0.08783314;103.0194;89.01537;0.3139323;44.06326;-0.000143156
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_13_842.jpg;0;0.9857733;0;0.1269653;103.0243;89.02006;0.4360919;44.0583;-0.0007797981
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_13_883.jpg;0;1;0;0.161584;103.0304;89.02598;0.5771909;44.00859;-0.0003727711
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_13_925.jpg;0;1;0;0.1827162;103.0377;89.03299;0.7316004;44.08566;-0.0008112845
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_13_966.jpg;0;1;0;0.2194529;103.046;89.04099;0.895151;44.07952;-0.001283192
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_14_007.jpg;0;1;0;0.2647495;103.0554;89.0501;1.067861;44.03121;-6.142901E-05
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_14_048.jpg;0;1;0;0.2938327;103.066;89.06024;1.242751;43.9803;-0.0005100095
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_14_088.jpg;0;1;0;0.3140675;103.0762;89.07016;1.332153;44.00423;-0.002944447
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_14_128.jpg;0;1;0;0.3574971;103.0853;89.07898;1.266009;44.00109;-0.003509279
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_14_169.jpg;0;1;0;0.391215;103.1011;89.09427;1.132442;43.87024;-4.408467E-05
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_14_209.jpg;0;1;0;0.4463042;103.1135;89.10621;1.08645;43.83127;0.0005689823
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_14_250.jpg;0;1;0;0.4746538;103.1273;89.11933;1.069876;43.79526;-0.000650769
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_14_290.jpg;0;1;0;0.5067572;103.1426;89.13395;1.088829;43.70481;0.0004684595
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_14_331.jpg;0;1;0;0.557953;103.1587;89.14925;1.115446;43.71189;-0.0007522904
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_14_372.jpg;0;1;0;0.5962112;103.176;89.16568;1.162568;43.67884;-0.0003298113
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_14_412.jpg;0;1;0;0.6104591;103.194;89.18272;1.207872;43.72521;-0.001154425
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_14_452.jpg;0;1;0;0.6318432;103.2127;89.20044;1.234839;43.75745;-0.001950258
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_14_493.jpg;0;1;0;0.6810219;103.2323;89.21915;1.246225;43.7514;-0.001285127
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_14_533.jpg;0;1;0;0.7151394;103.2527;89.2385;1.236394;43.7462;-0.0009202088
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_14_574.jpg;0;1;0;0.7499265;103.274;89.25876;1.219882;43.74458;-0.001065484
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_14_614.jpg;0;1;0;0.7853043;103.2963;89.27988;1.198866;43.73433;-0.0007463615
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_14_656.jpg;0;1;0;0.810574;103.3194;89.30182;1.187364;43.71739;-0.0006959483
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_14_696.jpg;0;1;0;0.8504124;103.3441;89.32526;1.205316;43.70275;-0.000755997
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_14_736.jpg;0;1;0;0.8803797;103.3696;89.34947;1.217528;43.74569;-0.001537326
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_14_777.jpg;0;1;0;0.9132618;103.396;89.3746;1.225551;43.72604;-0.0002689735
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_14_817.jpg;0;1;0;0.94552;103.4233;89.40046;1.225384;43.77428;-0.0015408
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_14_857.jpg;0;1;0;0.9857276;103.4517;89.42742;1.227064;43.78114;-0.0006886196
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_14_897.jpg;0;1;0;1.017723;103.4809;89.45521;1.223485;43.77698;-0.0006407965
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_14_938.jpg;0;1;0;1.049682;103.511;89.48384;1.215808;43.77235;-0.0006388198
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_14_978.jpg;0;1;0;1.075794;103.5419;89.51325;1.211243;43.7767;9.313549E-05
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_15_020.jpg;0;1;0;1.107144;103.574;89.54372;1.223149;43.8209;-0.001267449
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_15_060.jpg;0;1;0;1.140327;103.607;89.5751;1.232054;43.83731;-0.001041364
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_15_101.jpg;0;1;0;1.16833;103.6406;89.60711;1.229175;43.84283;-0.0008448166
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_15_142.jpg;0;1;0;1.204665;103.6752;89.64005;1.227166;43.82166;-0.0005412566
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_15_183.jpg;0;1;0;1.234943;103.7108;89.67393;1.228936;43.79559;-0.0006976934
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_15_223.jpg;0;1;0;1.264434;103.7472;89.70862;1.227843;43.78616;-0.0009037667
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_15_264.jpg;0;1;0;1.297708;103.7847;89.74428;1.232398;43.76143;-0.0007402329
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_15_304.jpg;0;1;0;1.330713;103.823;89.78076;1.235525;43.74371;-0.000746345
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_15_345.jpg;0;1;0;1.360188;103.8623;89.81805;1.236514;43.7337;-0.0008986993
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_15_385.jpg;0;1;0;1.392197;103.9025;89.85627;1.240936;43.71747;-0.0008547211
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_15_426.jpg;0;1;0;1.424844;103.9437;89.89532;1.243615;43.70498;-0.0008466092
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_15_467.jpg;0;1;0;1.454911;103.9857;89.93518;1.243986;43.69793;-0.0009400129
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_15_507.jpg;0;1;0;1.48647;104.0287;89.97594;1.247054;43.68735;-0.0009312073
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_15_547.jpg;0;1;0;1.517637;104.0726;90.01757;1.25124;43.67861;-0.0009602974
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_15_588.jpg;0;1;0;1.549675;104.1174;90.06002;1.253154;43.67033;-0.0009389487
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_15_629.jpg;0;1;0;1.579667;104.1864;90.12531;1.258659;43.66106;-0.0009991563
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_15_669.jpg;0;1;0;1.611519;104.2334;90.16988;1.261046;43.65313;-0.001000278
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_15_711.jpg;0;1;0;1.656967;104.2814;90.21528;1.263308;43.64559;-0.001012021
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_15_751.jpg;0;1;0;1.687713;104.3303;90.26152;1.265354;43.63821;-0.001024778
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_15_792.jpg;0;1;0;1.718987;104.3801;90.30865;1.270831;43.62914;-0.001027663
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_15_833.jpg;0;1;0;1.748985;104.4307;90.35653;1.270837;43.6242;-0.001042554
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_15_874.jpg;0;1;0;1.780129;104.4823;90.40532;1.274659;43.61488;-0.001041061
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_15_914.jpg;0;1;0;1.810601;104.5348;90.4549;1.276785;43.60793;-0.001054992
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_15_955.jpg;0;1;0;1.840166;104.5881;90.50532;1.28067;43.60155;-0.001081681
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_15_996.jpg;0;1;0;1.870523;104.6424;90.55656;1.282766;43.59445;-0.001085952
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_16_037.jpg;0;1;0;1.901367;104.6975;90.60864;1.286948;43.58554;-0.001099457
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_16_078.jpg;0;1;0;1.931587;104.7535;90.66151;1.288394;43.57856;-0.001103621
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_16_118.jpg;0;1;0;1.960914;104.8104;90.71521;1.290783;43.57203;-0.001125292
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_16_159.jpg;0;1;0;1.991549;104.8682;90.76975;1.294697;43.56321;-0.001124067
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_16_199.jpg;0;1;0;2.02076;104.9269;90.82509;1.298199;43.55706;-0.001158014
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_16_241.jpg;0;1;0;2.050734;104.9864;90.88121;1.298479;43.5499;-0.001150062
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_16_282.jpg;0;1;0;2.081158;105.0468;90.93816;1.299866;43.54093;-0.001158015
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_16_323.jpg;0;1;0;2.1107;105.1081;90.99596;1.304621;43.53321;-0.00117862
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_16_364.jpg;0;1;0;2.14047;105.1702;91.0545;1.305148;43.52641;-0.001180275
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_16_405.jpg;0;1;0;2.16989;105.2332;91.1139;1.309281;43.51839;-0.001204829
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_16_446.jpg;0;1;0;2.199534;105.2971;91.17403;1.308838;43.51141;-0.001196022
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_16_486.jpg;0;1;0;2.228821;105.3618;91.23502;1.31186;43.50325;-0.00121273
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_16_528.jpg;0;1;0;2.258058;105.4275;91.29683;1.317109;43.49571;-0.001249615
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_16_568.jpg;0;1;0;2.287528;105.4939;91.35935;1.316966;43.4888;-0.001235577
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_16_609.jpg;0;1;0;2.316637;105.5953;91.4547;1.321442;43.47683;-0.001260025
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_16_650.jpg;0;1;0;2.34569;105.6639;91.51922;1.322348;43.47072;-0.001273102
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_16_691.jpg;0;1;0;2.389436;105.7333;91.58453;1.322324;43.46178;-0.001261253
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_16_731.jpg;0;1;0;2.418312;105.8037;91.65063;1.324125;43.45378;-0.001276946
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_16_772.jpg;0;1;0;2.447129;105.8749;91.71754;1.327455;43.44607;-0.00128901
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_16_813.jpg;0;1;0;2.475896;105.9469;91.78524;1.331871;43.4385;-0.001316821
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_16_854.jpg;0;1;0;2.504616;106.0199;91.85372;1.336823;43.43107;-0.00133353
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_16_894.jpg;0;1;0;2.533573;106.0935;91.9229;1.334748;43.42389;-0.001314688
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_16_936.jpg;-1.779345;1;0;2.562087;106.1682;91.99269;1.334064;43.36923;-0.001086615
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_16_976.jpg;-3.593699;1;0;2.59028;106.2442;92.06274;1.33351;43.19403;-0.0005165662
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_17_018.jpg;-5.461331;1;0;2.618793;106.3217;92.13282;1.329427;42.86956;0.0007299061
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_17_058.jpg;-5.058142;1;0;2.645647;106.4007;92.20288;1.327929;42.4103;0.00137788
/media/jay/3c6f58c9-83ae-4551-9f99-a9e5b6f97fc5/udacity/robotics/rover/RoboND-Rover-Project/recorded_dataset/IMG/robocam_2018_02_19_13_58_17_099.jpg;-3.210711;1;0;2.674003;106.4808;92.27338;1.32728;41.97723;0.001328828
